season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,player_season_number,player_name
2019-20,8.4,34,1.1,8,7.0,big-east,3.6,20.0,149,1.6,0.516,222,0.441,98,0.311,69,0.623,43,30,15,6-6,772,3.4,6.5,44,1.4,70,17.3,jared-rhoden-1,272,262,Guard,2.6,36,seton-hall,0.441,98,0.337,33,13.6,193,0.534,10.8,31,124,0.524,65,18.2,210,3.0,0.153,2,Jared Rhoden
2018-19,22.5,60,0.9,4,3.1,horizon,2.2,14.8,63,0.9,0.455,154,0.435,67,0.396,61,0.82,50,35,0,6-3,530,0.9,8.0,37,1.1,54,18.8,malachi-smith-1,190,213,Guard,3.1,28,wright-state,0.175,27,0.222,6,11.3,100,0.519,15.7,34,127,0.48,61,20.8,200,2.0,0.153,1,Malachi Smith
2019-20,4.4,7,4.8,12,1.1,sec,2.5,15.7,43,0.5,0.573,82,0.573,47,0.549,45,0.378,17,27,0,6-7,310,-1.4,10.1,29,0.3,76,13.2,jalyn-mccreary-1,111,105,Forward,1.2,7,south-carolina,0.012,1,0.0,0,12.8,72,0.537,16.9,21,81,0.58,47,19.0,225,0.8,0.105,1,Jalyn McCreary
2018-19,33.2,2,0.0,0,-14.5,atlantic-sun,-5.3,10.4,1,0.0,0.2,5,0.2,1,0.0,0,,0,5,0,6-2,11,-9.2,9.2,1,0.0,1,-1.4,alex-ionesco-1,2,3,Guard,0.0,0,stetson,0.2,1,0.0,0,9.7,2,0.2,16.7,1,4,0.25,1,26.2,195,0.0,-0.154,1,Alex Ionesco
2019-20,37.4,3,0.0,0,-10.2,atlantic-sun,-5.9,22.2,3,0.0,1.5,1,1.0,1,0.0,0,,0,6,0,6-2,16,-4.3,0.0,0,0.0,0,10.6,alex-ionesco-1,3,4,Guard,0.0,0,stetson,1.0,1,1.0,1,11.6,3,1.5,75.0,3,0,,0,13.6,195,0.0,0.036,2,Alex Ionesco
2017-18,24.8,59,0.2,1,-8.9,southland,-4.8,5.2,23,0.2,0.446,102,0.412,42,0.245,25,0.64,16,24,10,5-10,468,-4.1,3.1,13,0.0,29,8.2,cody-graham-1,107,129,Guard-PG,1.5,13,incarnate-word,0.333,34,0.206,7,4.2,36,0.47,25.0,38,68,0.515,35,15.8,165,0.2,0.017,1,Cody Graham
2018-19,13.8,48,0.4,2,-6.2,southland,-3.7,7.5,39,0.0,0.495,99,0.444,44,0.182,18,0.778,14,27,13,5-10,690,-2.5,2.7,13,0.2,33,7.8,cody-graham-1,112,129,Guard-PG,1.7,19,incarnate-word,0.354,35,0.286,10,5.2,52,0.521,23.5,33,64,0.531,34,11.1,165,0.2,0.013,2,Cody Graham
2019-20,18.8,63,0.4,3,3.3,pac-12,1.7,11.7,79,1.2,0.468,361,0.438,158,0.263,95,0.737,70,28,9,6-3,750,1.6,2.5,18,1.1,45,19.4,alonzo-vergejr-1,408,389,Guard,2.8,39,arizona-state,0.211,76,0.289,22,7.0,97,0.502,12.9,60,285,0.477,136,29.6,167,2.3,0.125,1,Alonzo Verge Jr.
2019-20,0.0,0,0.0,0,-3.9,sun-belt,-4.4,18.0,1,0.0,1.0,1,1.0,1,0.0,0,,0,4,0,6-6,6,0.5,0.0,0,0.0,0,18.9,ahmid-bryant-1,2,1,Forward,0.0,0,georgia-state,0.0,0,,0,9.1,1,1.0,0.0,0,1,1.0,1,7.8,200,0.0,0.162,1,Ahmid Bryant
2018-19,0.0,0,0.0,0,-16.7,big-sky,-3.4,17.6,2,0.0,0.0,1,0.0,0,0.0,0,,0,2,0,6-3,14,-13.3,0.0,0,0.0,0,-5.3,elijah-mccullough-1,0,0,Guard,0.0,0,sacramento-state,1.0,1,0.0,0,8.5,2,0.0,50.0,1,0,,0,7.2,190,0.0,-0.082,1,Elijah McCullough
2019-20,5.1,3,0.0,0,-5.8,big-sky,-1.1,8.7,8,0.2,0.333,27,0.259,7,0.074,2,1.0,2,17,0,6-3,116,-4.7,3.0,3,-0.1,8,3.9,elijah-mccullough-1,20,20,Guard,2.1,4,sacramento-state,0.741,20,0.2,4,5.8,11,0.358,12.5,4,7,0.429,3,14.6,190,0.1,0.039,2,Elijah McCullough
2016-17,4.2,13,1.9,10,-8.5,meac,-3.2,14.0,64,0.1,0.407,107,0.402,43,0.607,65,0.677,44,30,20,6-8,550,-5.3,8.0,40,0.1,84,8.0,ian-kinard-1,131,141,Forward,0.6,6,south-carolina-state,0.084,9,0.111,1,10.9,104,0.475,18.8,32,98,0.429,42,15.4,215,0.2,0.014,1,Ian Kinard
2017-18,4.0,14,3.2,18,-7.2,meac,-2.2,17.5,90,0.3,0.402,122,0.369,45,0.885,108,0.713,77,32,25,6-8,612,-5.0,6.3,36,0.3,97,9.5,ian-kinard-1,175,179,Forward,0.7,8,south-carolina-state,0.189,23,0.348,8,11.6,126,0.505,18.4,39,99,0.374,37,16.4,215,0.6,0.041,2,Ian Kinard
2018-19,6.3,24,1.8,11,-4.3,meac,-2.2,14.2,86,0.6,0.455,178,0.399,71,0.59,105,0.762,80,34,32,6-8,769,-2.2,7.0,46,0.7,105,11.6,ian-kinard-1,242,241,Forward,1.9,25,south-carolina-state,0.421,75,0.267,20,10.5,132,0.531,19.4,55,103,0.495,51,18.4,215,1.3,0.067,3,Ian Kinard
2019-20,4.7,19,1.4,10,-3.6,meac,-2.6,17.5,118,0.6,0.545,167,0.437,73,0.461,77,0.779,60,29,29,6-8,801,-1.0,4.5,30,1.1,77,12.4,ian-kinard-1,242,225,Forward,1.0,14,south-carolina-state,0.527,88,0.409,36,11.0,148,0.594,18.8,47,79,0.468,37,15.8,215,1.7,0.084,4,Ian Kinard
2018-19,5.2,2,3.3,2,-6.0,big-east,1.0,14.4,9,0.1,0.361,18,0.278,5,0.333,6,0.333,2,14,0,6-9,66,-7.0,8.4,5,-0.2,15,0.4,grayson-carter-1,15,17,Forward,1.7,2,georgetown,0.5,9,0.333,3,11.5,14,0.36,27.7,8,9,0.222,2,21.0,225,-0.1,-0.053,1,Grayson Carter
2016-17,14.2,82,0.6,6,-1.8,northeast,-2.0,8.9,89,0.7,0.481,377,0.403,152,0.225,85,0.776,66,32,30,6-1,1142,0.2,3.3,34,1.3,74,13.7,adam-grant-1,429,414,Guard,2.2,44,bryant,0.464,175,0.337,59,6.1,123,0.514,13.8,67,202,0.46,93,21.1,180,2.0,0.07,1,Adam Grant
2017-18,14.5,68,0.1,1,-6.5,northeast,-5.1,7.8,65,-0.3,0.459,393,0.377,148,0.214,84,0.702,59,27,26,6-1,997,-1.4,2.4,23,0.3,59,11.5,adam-grant-1,420,394,Guard,1.6,28,bryant,0.483,190,0.342,65,4.9,88,0.485,13.4,67,203,0.409,83,24.7,180,0.1,0.002,2,Adam Grant
2018-19,9.8,46,0.3,3,-3.6,northeast,-4.4,7.2,63,0.2,0.514,393,0.412,162,0.206,81,0.79,64,30,29,6-1,1065,0.9,2.6,25,1.7,67,15.2,adam-grant-1,468,426,Guard,1.8,34,bryant,0.527,207,0.386,80,4.8,88,0.542,11.5,56,186,0.441,82,23.3,180,1.9,0.071,3,Adam Grant
2019-20,14.2,69,0.5,5,-1.4,northeast,-2.7,7.8,80,1.1,0.507,445,0.393,175,0.231,103,0.67,69,32,32,6-1,1057,1.3,1.9,19,1.8,50,15.8,adam-grant-1,520,463,Guard,1.8,33,bryant,0.62,276,0.366,101,4.9,99,0.526,13.0,74,169,0.438,74,25.8,180,2.9,0.111,4,Adam Grant
2019-20,17.5,7,0.0,0,-0.8,wcc,-1.7,3.9,2,0.0,0.643,7,0.571,4,0.857,6,0.5,3,18,0,6-1,60,0.9,0.0,0,0.1,5,10.0,blaze-nield-1,12,14,Guard,0.0,0,brigham-young,0.286,2,0.5,1,2.0,2,0.609,9.2,1,5,0.6,3,9.5,185,0.2,0.125,1,Blaze Nield
2018-19,24.8,6,2.7,1,-2.4,big-sky,1.3,15.9,6,0.1,0.179,14,0.143,2,0.429,6,0.833,5,3,1,6-2,41,-3.7,2.8,1,0.0,2,11.4,josh-cornish-1,10,13,Guard,4.0,3,southern-utah,0.714,10,0.1,1,9.5,7,0.297,5.6,1,4,0.25,1,21.3,165,0.0,0.044,1,Josh Cornish
2019-20,7.5,3,0.0,0,-5.0,big-sky,-1.9,6.5,4,0.1,0.368,19,0.263,5,0.0,0,,0,6,0,6-2,70,-3.1,1.8,1,0.0,5,4.1,josh-cornish-1,14,14,Guard,1.6,2,southern-utah,0.895,17,0.235,4,4.2,5,0.368,9.5,2,2,0.5,1,15.1,165,0.1,0.038,2,Josh Cornish
2015-16,12.3,34,0.4,2,-1.4,maac,-1.2,10.6,49,0.5,0.523,133,0.459,61,0.256,34,0.706,24,32,5,6-3,486,-0.2,3.4,15,0.7,31,13.4,jahaad-proctor-1,163,158,Guard,1.6,14,purdue,0.451,60,0.283,17,7.1,64,0.546,12.9,22,73,0.603,44,17.0,205,1.2,0.099,1,Jahaad Proctor
2017-18,20.0,74,1.1,7,0.0,big-south,-1.8,11.2,74,1.2,0.515,331,0.432,143,0.266,88,0.784,69,25,23,6-3,798,1.7,2.5,17,1.8,35,19.9,jahaad-proctor-1,410,388,Guard,1.9,25,purdue,0.435,144,0.382,55,6.8,91,0.55,13.9,60,187,0.471,88,27.9,205,3.0,0.148,2,Jahaad Proctor
2018-19,22.8,101,1.4,11,2.5,big-south,-1.5,10.8,101,1.3,0.524,453,0.464,210,0.366,166,0.771,128,31,31,6-3,1073,4.1,2.0,18,3.6,50,23.9,jahaad-proctor-1,603,556,Guard,2.2,39,purdue,0.366,166,0.331,55,6.5,119,0.567,11.3,68,287,0.54,155,29.1,205,4.9,0.181,3,Jahaad Proctor
2019-20,13.9,54,0.5,3,5.1,big-ten,2.5,9.5,61,1.2,0.459,244,0.402,98,0.283,69,0.812,56,31,18,6-3,794,2.6,1.3,9,1.5,42,15.1,jahaad-proctor-1,280,261,Guard,2.4,31,purdue,0.361,88,0.318,28,5.2,70,0.506,9.8,30,156,0.449,70,20.0,205,2.7,0.136,4,Jahaad Proctor
2019-20,1.8,5,3.6,16,-2.4,sun-belt,0.4,16.7,74,0.7,0.494,85,0.494,42,0.482,41,0.61,25,32,23,6-9,477,-2.9,9.0,39,0.6,74,10.8,joe-jonesiii-1,109,113,Center,0.7,6,georgia-state,0.0,0,,0,12.9,113,0.522,13.3,16,85,0.494,42,11.8,245,1.2,0.104,1,Joe Jones III
2015-16,23.7,11,1.3,1,-2.7,big-ten,-0.5,9.2,7,0.1,0.432,22,0.364,8,0.455,10,0.5,5,12,0,6-5,80,-2.1,2.7,2,0.0,6,6.9,andrew-fleming-2,24,27,Guard,0.0,0,lipscomb,0.545,12,0.25,3,6.0,9,0.449,25.2,9,10,0.5,5,22.2,205,0.0,0.013,1,Andrew Fleming
2017-18,11.6,18,0.4,1,-9.6,atlantic-sun,-2.5,10.7,26,0.4,0.349,93,0.312,29,0.548,51,0.706,36,32,1,6-5,267,-7.2,5.7,14,-0.3,33,5.3,andrew-fleming-2,101,106,Guard,1.2,6,lipscomb,0.398,37,0.189,7,8.2,40,0.431,22.5,34,56,0.393,22,25.9,205,0.0,0.003,2,Andrew Fleming
2018-19,17.1,34,1.0,3,1.4,atlantic-sun,0.1,13.9,43,0.6,0.589,95,0.495,47,0.358,34,0.765,26,34,0,6-5,339,1.3,5.2,15,0.7,36,15.6,andrew-fleming-2,138,140,Guard,1.1,7,lipscomb,0.432,41,0.439,18,9.7,58,0.621,20.7,29,54,0.537,29,19.7,205,1.3,0.15,3,Andrew Fleming
2019-20,11.0,47,1.2,9,-1.9,atlantic-sun,-2.3,9.6,71,0.7,0.534,251,0.458,115,0.211,53,0.774,41,32,31,6-5,836,0.4,6.4,46,1.5,51,15.9,andrew-fleming-2,309,302,Guard,1.5,21,lipscomb,0.402,101,0.376,38,8.0,117,0.559,15.6,51,150,0.513,77,20.0,205,2.2,0.104,4,Andrew Fleming
2019-20,8.2,13,1.5,4,0.4,cusa,1.6,11.3,28,0.5,0.434,68,0.353,24,0.059,4,0.75,3,29,0,6-4,262,-1.2,4.6,11,0.1,24,11.8,blake-furcron-1,62,64,Guard,4.5,22,florida-international,0.544,37,0.297,11,8.0,39,0.443,13.6,11,31,0.419,13,14.6,175,0.6,0.088,1,Blake Furcron
2016-17,11.6,10,2.0,3,-1.9,southland,-1.4,12.8,19,0.2,0.606,47,0.489,23,0.021,1,1.0,1,17,0,6-4,179,-0.5,9.1,13,0.2,30,13.9,bj-maxwell-1,58,58,Guard,1.6,5,detroit-mercy,0.511,24,0.458,11,11.0,32,0.611,20.2,12,23,0.522,12,17.6,200,0.5,0.102,1,B.J. Maxwell
2017-18,12.1,20,4.2,11,-1.4,southland,0.0,16.0,42,0.5,0.527,92,0.467,43,0.174,16,0.563,9,31,2,6-4,308,-1.4,10.3,27,0.5,52,15.6,bj-maxwell-1,106,111,Guard,1.5,8,detroit-mercy,0.337,31,0.355,11,13.1,69,0.532,13.1,15,61,0.525,32,18.4,200,1.0,0.131,2,B.J. Maxwell
2018-19,11.7,40,1.7,9,3.4,southland,0.7,15.0,76,1.3,0.596,161,0.491,79,0.211,34,0.853,29,24,18,6-4,642,2.8,7.0,37,1.8,64,19.1,bj-maxwell-1,221,216,Guard,2.4,26,detroit-mercy,0.522,84,0.405,34,10.9,113,0.624,10.1,20,77,0.584,45,16.0,200,3.1,0.195,3,B.J. Maxwell
2019-20,6.5,1,0.0,0,-18.8,horizon,-4.5,0.0,0,0.0,0.1,10,0.1,1,0.0,0,,0,2,2,6-4,28,-14.2,0.0,0,-0.2,3,-11.2,bj-maxwell-1,2,2,Guard,4.0,2,detroit-mercy,0.5,5,0.0,0,0.0,0,0.1,16.7,2,5,0.2,1,20.9,200,-0.2,-0.227,4,B.J. Maxwell
2019-20,10.3,32,2.7,14,-4.1,maac,0.6,11.9,69,1.1,0.453,172,0.378,65,0.424,73,0.493,36,30,24,6-4,722,-4.7,2.4,15,-0.3,57,9.5,tyler-saint-furcy-1,192,184,Guard,3.0,35,marist,0.407,70,0.371,26,7.0,84,0.464,20.1,52,102,0.382,39,19.2,180,0.8,0.043,1,Tyler Saint-Furcy
2015-16,16.6,46,0.9,5,-5.1,big-sky,-0.3,9.4,45,0.8,0.402,133,0.368,49,0.323,43,0.605,26,30,0,6-3,509,-4.8,0.7,3,-0.1,39,7.6,cody-john-1,133,143,Guard,1.0,9,weber-state,0.436,58,0.155,9,5.4,48,0.433,17.0,31,75,0.533,40,18.6,185,0.7,0.056,1,Cody John
2016-17,14.9,74,0.5,5,-3.7,big-sky,-1.2,12.6,103,0.8,0.5,213,0.46,98,0.324,69,0.725,50,34,27,6-3,903,-2.4,0.9,6,0.7,69,11.1,cody-john-1,263,275,Guard,1.1,18,weber-state,0.286,61,0.279,17,7.2,109,0.535,18.3,55,152,0.533,81,17.5,185,1.5,0.068,2,Cody John
2018-19,13.1,71,0.5,5,-3.1,big-sky,-2.4,11.2,114,1.1,0.536,379,0.483,183,0.285,108,0.769,83,33,32,6-3,1049,-0.6,1.1,10,1.9,76,16.4,cody-john-1,489,466,Guard,0.8,16,weber-state,0.309,117,0.342,40,6.5,124,0.568,12.8,63,262,0.546,143,23.6,185,3.0,0.115,3,Cody John
2019-20,9.2,50,0.1,1,-4.1,big-sky,-3.5,11.6,109,0.7,0.485,397,0.426,169,0.244,97,0.866,84,32,32,6-3,1119,-0.6,1.7,15,1.9,57,15.7,cody-john-1,469,437,Guard,1.2,23,weber-state,0.34,135,0.348,47,6.7,124,0.529,9.8,48,262,0.466,122,23.3,185,2.6,0.095,4,Cody John
2018-19,18.9,95,0.0,0,-2.2,atlantic-10,-2.6,6.1,58,1.2,0.448,467,0.373,174,0.186,87,0.816,71,32,32,5-10,1154,0.4,1.7,18,1.4,60,14.0,nick-honor-1,489,474,Guard,1.5,28,fordham,0.452,211,0.332,70,3.7,76,0.481,9.6,54,256,0.406,104,25.7,205,2.6,0.088,1,Nick Honor
2018-19,13.2,55,0.4,3,4.2,acc,2.7,10.0,85,1.6,0.476,271,0.417,113,0.609,165,0.764,126,33,32,6-4,917,1.6,2.4,20,1.1,93,16.0,trey-mcgowens-1,384,361,Guard,4.1,64,pittsburgh,0.362,98,0.327,32,6.3,105,0.55,18.6,80,173,0.468,81,23.4,190,2.8,0.121,1,Trey McGowens
2019-20,23.3,118,0.2,2,2.8,acc,1.8,9.9,93,1.5,0.428,338,0.367,124,0.373,126,0.722,91,33,32,6-4,1108,1.0,1.5,15,0.6,78,13.2,trey-mcgowens-1,380,383,Guard,3.4,63,pittsburgh,0.391,132,0.311,41,5.5,108,0.478,19.1,94,206,0.403,83,22.8,190,2.1,0.075,2,Trey McGowens
2017-18,0.0,0,12.8,6,0.4,big-ten,4.3,36.2,15,0.2,0.643,14,0.643,9,0.214,3,0.333,1,16,0,6-10,50,-3.9,17.2,7,0.1,15,24.1,austin-davis-1,19,19,Forward,1.2,1,michigan,0.0,0,,0,26.8,22,0.616,16.3,3,14,0.643,9,20.0,250,0.3,0.215,1,Austin Davis
2018-19,6.4,3,1.1,1,3.7,big-ten,3.7,14.4,12,0.2,0.632,19,0.632,12,0.158,3,0.333,1,25,0,6-10,93,0.0,8.9,7,0.1,17,12.0,austin-davis-1,25,25,Forward,0.7,1,michigan,0.0,0,,0,11.7,19,0.612,19.7,5,19,0.632,12,14.9,250,0.3,0.142,2,Austin Davis
2019-20,1.6,2,1.8,5,2.6,big-ten,0.9,16.3,38,0.4,0.693,75,0.693,52,0.32,24,0.542,13,24,0,6-10,256,1.8,11.0,24,0.6,42,20.7,austin-davis-1,117,102,Forward,1.1,5,michigan,0.0,0,,0,13.7,62,0.677,18.0,19,75,0.693,52,21.2,250,1.0,0.161,3,Austin Davis
2018-19,6.5,16,1.2,4,4.1,big-ten,2.9,10.4,37,0.6,0.552,77,0.39,30,0.182,14,0.357,5,36,0,6-4,417,1.2,0.8,3,0.0,43,7.6,sasha-stefanovic-1,90,81,Guard,2.9,20,purdue,0.792,61,0.41,25,5.6,40,0.538,23.0,25,16,0.313,5,13.4,195,0.6,0.06,1,Sasha Stefanovic
2019-20,12.7,51,1.5,9,7.3,big-ten,3.0,10.6,68,1.3,0.529,221,0.385,85,0.222,49,0.816,40,30,22,6-4,793,4.4,0.7,5,1.5,62,14.5,sasha-stefanovic-1,274,246,Guard,2.3,30,purdue,0.756,167,0.383,64,5.4,73,0.561,14.4,41,54,0.389,21,18.6,195,2.7,0.139,2,Sasha Stefanovic
2017-18,3.4,15,2.7,22,3.7,big-12,0.3,16.7,125,0.7,0.577,266,0.466,124,0.113,30,0.6,18,32,26,6-9,759,3.4,5.7,40,1.6,30,17.4,brady-manek-1,325,286,Forward,0.8,11,oklahoma,0.579,154,0.383,59,11.4,165,0.58,7.6,23,112,0.58,65,18.4,231,2.3,0.119,1,Brady Manek
2018-19,5.7,26,2.7,23,7.5,big-12,2.9,16.5,151,1.7,0.557,324,0.469,152,0.222,72,0.764,55,34,34,6-9,944,4.6,5.9,49,2.0,44,19.7,brady-manek-1,416,377,Forward,1.4,23,oklahoma,0.491,159,0.358,57,11.5,200,0.581,11.4,46,165,0.576,95,21.9,231,3.6,0.154,2,Brady Manek
2019-20,6.4,27,4.2,37,8.0,big-12,2.2,16.1,149,1.4,0.554,349,0.453,158,0.221,77,0.779,60,31,31,6-9,944,5.9,5.0,42,2.8,47,22.3,brady-manek-1,447,401,Forward,0.9,14,oklahoma,0.536,187,0.38,71,10.8,191,0.58,6.3,26,162,0.537,87,22.3,231,4.2,0.178,3,Brady Manek
2019-20,0.0,0,1.7,3,-6.7,ovc,-3.9,9.9,16,0.2,0.633,30,0.633,19,0.833,25,0.64,16,24,0,6-10,183,-2.8,8.9,16,0.5,25,14.0,tariq-balogun-1,54,53,Forward,0.6,2,eastern-kentucky,0.0,0,,0,9.4,32,0.645,8.7,4,30,0.633,19,11.6,225,0.6,0.132,1,Tariq Balogun
2019-20,3.8,3,0.7,1,-6.6,horizon,-4.1,12.3,17,0.0,0.405,37,0.324,12,0.162,6,1.0,6,21,7,6-5,158,-2.4,5.4,8,0.1,17,8.2,sam-hofman-1,36,36,Forward,0.7,2,detroit-mercy,0.703,26,0.231,6,8.7,25,0.452,7.0,3,11,0.545,6,13.2,260,0.1,0.035,1,Sam Hofman
2019-20,4.6,5,1.1,2,7.2,pac-12,3.2,14.1,25,0.4,0.659,41,0.512,21,0.268,11,0.545,6,23,3,6-9,196,4.0,4.3,8,0.5,13,18.0,khalid-thomas-1,60,55,Forward,3.3,12,arizona-state,0.634,26,0.462,12,9.1,33,0.649,6.1,3,15,0.6,9,12.0,210,0.9,0.176,1,Khalid Thomas
2017-18,3.9,2,2.1,2,-2.0,maac,-0.2,14.2,13,0.1,0.618,17,0.588,10,1.059,18,0.611,11,16,2,6-7,109,-1.8,6.5,6,0.2,10,16.0,manny-camper-1,32,30,Guard,2.7,5,siena,0.118,2,0.5,1,10.3,19,0.626,16.4,5,15,0.6,9,14.4,203,0.3,0.111,1,Manny Camper
2018-19,10.4,38,1.3,8,-3.5,maac,-0.4,18.3,104,0.9,0.5,140,0.486,68,0.643,90,0.522,47,29,22,6-7,758,-3.1,8.8,53,0.7,77,13.4,manny-camper-1,187,211,Guard,2.1,24,siena,0.214,30,0.133,4,13.4,157,0.512,19.0,43,110,0.582,64,17.3,203,1.5,0.08,2,Manny Camper
2019-20,13.1,72,1.0,10,2.0,maac,0.7,24.3,226,1.7,0.507,281,0.48,135,0.68,191,0.654,125,30,30,6-7,1082,1.2,9.5,85,2.5,81,19.8,manny-camper-1,410,431,Guard,1.5,27,siena,0.16,45,0.333,15,17.0,311,0.551,16.4,73,236,0.508,120,21.2,203,4.2,0.156,3,Manny Camper
2018-19,7.5,26,1.3,7,0.7,cusa,0.4,12.9,76,1.0,0.543,173,0.532,92,0.428,74,0.635,47,33,8,6-4,682,0.3,9.3,54,1.2,54,17.6,tavin-lovan-1,235,238,Guard,2.4,27,alabama-birmingham,0.069,12,0.333,4,11.1,130,0.564,16.1,40,161,0.547,88,19.0,196,2.2,0.127,1,Tavin Lovan
2019-20,16.2,68,1.5,12,4.8,cusa,1.4,13.5,112,1.6,0.548,281,0.537,151,0.52,146,0.774,113,32,32,6-4,937,3.4,5.5,42,3.0,63,23.6,tavin-lovan-1,421,413,Guard,2.6,41,alabama-birmingham,0.078,22,0.273,6,9.7,154,0.601,14.4,59,259,0.56,145,22.6,196,4.6,0.196,2,Tavin Lovan
2018-19,11.5,8,0.0,0,-7.3,horizon,-2.7,7.3,7,0.0,0.273,11,0.182,2,0.545,6,1.0,6,23,1,6-3,110,-4.7,3.3,3,-0.1,13,1.9,kenny-pittman-1,12,18,Guard,1.0,2,oakland,0.818,9,0.222,2,5.4,10,0.433,36.6,8,2,0.0,0,10.1,181,0.0,-0.012,1,Kenny Pittman
2019-20,4.3,5,0.0,0,-7.4,horizon,-1.1,12.8,25,0.2,0.359,32,0.281,9,0.281,9,0.556,5,30,2,6-3,214,-6.3,0.5,1,-0.2,19,1.8,kenny-pittman-1,28,27,Guard,1.4,5,oakland,0.719,23,0.217,5,6.8,26,0.386,21.6,10,9,0.444,4,11.1,181,0.0,-0.003,2,Kenny Pittman
2019-20,17.7,51,0.9,5,-5.6,southland,-1.6,12.5,64,0.5,0.476,145,0.469,68,0.428,62,0.661,41,27,14,6-0,619,-4.0,3.4,18,0.4,35,13.2,des-balentine-1,179,185,Guard,2.6,28,incarnate-word,0.076,11,0.182,2,7.9,82,0.513,20.1,44,134,0.493,66,17.9,178,0.9,0.057,1,Des Balentine
2016-17,12.6,13,1.0,2,-2.7,patriot,-0.9,13.9,24,0.3,0.6,40,0.6,24,0.75,30,0.567,17,27,6,6-7,225,-1.8,9.8,19,0.3,47,12.4,kavaughn-scott-1,65,68,Forward,1.1,4,loyola-md,0.0,0,,0,11.7,43,0.599,22.8,16,40,0.6,24,15.8,223,0.6,0.101,1,KaVaughn Scott
2017-18,3.4,7,4.4,14,-5.1,patriot,-0.2,20.8,62,0.5,0.5,64,0.5,32,1.016,65,0.538,35,26,5,6-7,370,-5.0,11.1,37,0.2,64,12.6,kavaughn-scott-1,99,107,Forward,1.7,11,loyola-md,0.0,0,,0,15.7,99,0.522,21.5,26,64,0.5,32,16.3,223,0.6,0.07,2,KaVaughn Scott
2018-19,7.2,26,2.0,12,-5.3,patriot,-1.3,16.6,86,0.3,0.55,140,0.543,76,0.614,86,0.581,50,28,25,6-7,672,-4.0,7.0,39,0.3,82,11.2,kavaughn-scott-1,204,204,Forward,1.4,16,loyola-md,0.043,6,0.333,2,11.7,125,0.564,24.3,58,134,0.552,74,17.9,223,0.6,0.038,3,KaVaughn Scott
2019-20,9.6,31,1.9,11,-4.1,patriot,-2.0,17.8,104,0.6,0.578,166,0.578,96,0.705,117,0.538,63,30,27,6-7,650,-2.1,9.7,53,1.1,87,16.6,kavaughn-scott-1,255,253,Forward,1.1,13,loyola-md,0.042,7,0.0,0,13.9,157,0.575,17.8,48,159,0.604,96,20.8,223,1.7,0.104,4,KaVaughn Scott
2019-20,11.4,45,0.5,4,2.5,aac,3.2,11.2,88,1.8,0.409,230,0.33,76,0.387,89,0.685,61,31,27,6-3,759,-0.7,2.0,13,0.3,71,10.3,boogie-ellis-1,249,240,Guard,2.8,39,memphis,0.483,111,0.324,36,7.0,101,0.457,14.2,45,119,0.336,40,20.0,175,2.0,0.107,1,Boogie Ellis
2017-18,5.9,13,1.4,5,-4.0,ivy,0.2,24.3,80,0.5,0.558,52,0.558,29,0.904,47,0.511,24,27,16,6-9,392,-4.2,10.7,39,0.2,41,11.6,matt-dewolf-1,82,96,Forward,1.7,12,brown,0.0,0,,0,17.2,119,0.552,28.1,29,52,0.558,29,12.5,230,0.6,0.064,1,Matt DeWolf
2018-19,14.8,27,1.7,5,-0.2,ivy,2.4,16.9,54,0.7,0.564,55,0.564,31,0.4,22,0.727,16,27,23,6-9,342,-2.6,8.8,26,0.4,47,12.7,matt-dewolf-1,78,96,Forward,1.9,12,brown,0.0,0,,0,13.0,80,0.596,28.4,26,55,0.564,31,13.3,230,1.1,0.126,2,Matt DeWolf
2019-20,19.6,25,1.6,4,-1.3,ivy,1.7,16.1,39,0.4,0.508,62,0.5,31,0.258,16,0.625,10,23,14,6-9,274,-2.9,9.6,25,0.1,24,14.3,matt-dewolf-1,73,84,Forward,2.5,12,brown,0.048,3,0.333,1,12.7,64,0.524,28.7,28,59,0.508,30,17.3,230,0.6,0.081,3,Matt DeWolf
2017-18,5.3,12,1.8,7,-3.3,summit,-1.7,10.1,37,0.4,0.51,103,0.427,44,0.204,21,0.714,15,32,0,6-10,412,-1.6,8.0,26,0.5,48,10.8,rocky-kreuser-1,120,124,Forward,0.4,3,north-dakota-state,0.485,50,0.34,17,9.1,63,0.531,13.1,17,53,0.509,27,16.6,250,0.9,0.086,1,Rocky Kreuser
